country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units
Australia,BOM,AU,9:30:00,-30.54,135.69,0.0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar
Temperature,DNI,GHI,DHI,Wind Direction,Wind Speed,,,,,,,,,,,
20.725000000000023,0.0,0.0,0.0,94.52882423693254,8.184978956495625,,,,,,,,,,,
19.350000000000023,0.0,0.0,0.0,100.14554443389632,7.796617118636465,,,,,,,,,,,
18.475000000000023,0.0,0.0,0.0,108.64953875405142,6.821068292162952,,,,,,,,,,,
18.475000000000023,0.0,0.0,0.0,119.05460409907714,6.65397262715595,,,,,,,,,,,
17.850000000000023,0.0,0.0,0.0,127.16447489351144,6.285262599151667,,,,,,,,,,,
17.100000000000023,0.0,0.0,0.0,126.3843518158359,5.719880329409742,,,,,,,,,,,
16.600000000000023,0.0,0.0,0.0,127.40535663140857,5.1867114057615575,,,,,,,,,,,
16.600000000000023,0.0,0.0,0.0,111.19405648154228,4.24570609701138,,,,,,,,,,,
18.100000000000023,0.0,0.0,0.0,106.11341823308928,3.784045954450974,,,,,,,,,,,
19.350000000000023,1065.2777777777778,1035.0,89.72222222222223,90.0,6.866841387598097,,,,,,,,,,,
20.975000000000023,1078.611111111111,1133.0555555555554,92.77777777777776,88.56790381583535,6.464928885027265,,,,,,,,,,,
22.725000000000023,1081.6666666666667,1163.611111111111,93.88888888888889,90.76389846093,6.059516246800029,,,,,,,,,,,
24.475000000000023,1074.7222222222222,1124.7222222222224,92.77777777777776,85.91438322002513,5.669453632085055,,,,,,,,,,,
25.850000000000023,1056.6666666666667,1019.1666666666666,89.44444444444444,72.59729586864371,5.672330797270045,,,,,,,,,,,
26.350000000000023,1024.4444444444443,855.0,83.88888888888889,67.49647150023257,6.121133673841545,,,,,,,,,,,
26.725000000000023,970.8333333333334,646.6666666666666,75.55555555555556,72.20401107606962,6.872541588956742,,,,,,,,,,,
26.975000000000023,872.5,410.55555555555554,62.5,75.96375653207352,6.994905405459151,,,,,,,,,,,
26.975000000000023,651.1111111111111,171.66666666666666,41.11111111111112,79.99202019855865,6.9729447918896605,,,,,,,,,,,
26.725000000000023,96.11111111111111,10.833333333333334,5.277777777777778,82.71104767638987,7.004229463724388,,,,,,,,,,,
26.100000000000023,0.0,0.0,0.0,90.0,7.189986864661536,,,,,,,,,,,
25.100000000000023,0.0,0.0,0.0,100.08059798754232,7.384775650535363,,,,,,,,,,,
23.350000000000023,0.0,0.0,0.0,105.12400730831057,9.28902737898607,,,,,,,,,,,
22.100000000000023,0.0,0.0,0.0,112.54306100005788,9.271797787487277,,,,,,,,,,,
20.225000000000023,0.0,0.0,0.0,131.9059419410829,8.466781504882016,,,,,,,,,,,
18.475000000000023,0.0,0.0,0.0,126.3843518158359,7.626507105879657,,,,,,,,,,,
17.100000000000023,0.0,0.0,0.0,121.80938928779317,7.510091379075206,,,,,,,,,,,
15.725000000000025,0.0,0.0,0.0,119.35775354279129,7.415203004194964,,,,,,,,,,,
15.100000000000025,0.0,0.0,0.0,116.565051177078,7.767683973356094,,,,,,,,,,,
14.600000000000025,133.61111111111111,15.833333333333334,7.777777777777778,113.12084866242472,7.8179336659396315,,,,,,,,,,,
14.225000000000025,250.8333333333333,118.33333333333331,71.66666666666667,113.9624889745782,7.956534632228459,,,,,,,,,,,
14.350000000000025,866.9444444444445,420.55555555555554,63.888888888888886,112.86450812189965,7.277053905504844,,,,,,,,,,,
15.475000000000025,959.7222222222222,652.2222222222222,76.38888888888889,123.02386755579664,7.708222014718542,,,,,,,,,,,
17.225000000000023,1010.8333333333336,855.0,84.72222222222223,127.11686068327027,7.49704471097011,,,,,,,,,,,
18.975000000000023,1040.0,1011.6666666666666,90.0,127.52844082340764,7.028878400274139,,,,,,,,,,,
20.850000000000023,1054.7222222222222,1109.4444444444443,93.05555555555556,131.9335144988741,6.407128188050843,,,,,,,,,,,
22.600000000000023,1058.3333333333333,1140.5555555555557,94.16666666666669,132.27368900609375,6.004878596762665,,,,,,,,,,,
24.225000000000023,1051.6666666666667,1103.0555555555557,93.05555555555556,136.73570458892837,5.657930340431847,,,,,,,,,,,
25.600000000000023,1033.3333333333333,999.4444444444443,89.72222222222223,137.3373058591238,5.602871065673298,,,,,,,,,,,
26.725000000000023,1000.2777777777778,838.0555555555555,84.16666666666667,135.0,5.940957311674326,,,,,,,,,,,
27.100000000000023,943.8888888888888,632.2222222222224,75.55555555555556,134.4743653935424,6.2268422932389145,,,,,,,,,,,
27.725000000000023,842.2222222222222,399.44444444444446,62.77777777777778,133.47923033885624,6.45735308981726,,,,,,,,,,,
27.975000000000023,619.7222222222222,166.11111111111111,41.11111111111112,130.5251034937539,6.589414876587351,,,,,,,,,,,
28.100000000000023,36.11111111111112,10.27777777777778,9.166666666666666,128.11827636936306,6.674538343303255,,,,,,,,,,,
27.725000000000023,0.0,0.0,0.0,119.89890183861456,7.455141943799967,,,,,,,,,,,
26.975000000000023,0.0,0.0,0.0,123.3885135761115,8.514438754042922,,,,,,,,,,,
25.350000000000023,0.0,0.0,0.0,129.21760767763595,9.071845256617099,,,,,,,,,,,
23.100000000000023,0.0,0.0,0.0,133.38190546726253,10.11508576568926,,,,,,,,,,,
20.850000000000023,0.0,0.0,0.0,130.15599962491933,10.147295393018055,,,,,,,,,,,
19.225000000000023,0.0,0.0,0.0,125.88213724620422,9.372611599777942,,,,,,,,,,,
