DateTime,Wind Direction,Wind Speed,Temperature,Pressure
2019-01-01 00:30:00,94.52882423693254,12.664542036726004,20.725000000000023,0.99135375
2019-01-01 01:30:00,100.14554443389632,12.063633366444789,19.350000000000023,0.99117
2019-01-01 02:30:00,108.64953875405142,10.554175713905847,18.475000000000023,0.9912675
2019-01-01 03:30:00,119.05460409907714,10.295630140987,18.475000000000023,0.99046
2019-01-01 04:30:00,127.16447489351144,9.725128533854964,17.850000000000023,0.9907175
2019-01-01 05:30:00,126.3843518158359,8.85031779090446,17.100000000000023,0.99117125
2019-01-01 06:30:00,127.40535663140857,8.025350459637261,16.600000000000023,0.99160375
2019-01-01 07:30:00,111.19405648154228,6.569341671735456,16.600000000000023,0.99185
2019-01-01 08:30:00,106.11341823308928,5.855019214315185,18.100000000000023,0.99267125
2019-01-01 09:30:00,90.0,10.625,19.350000000000023,0.99400125
2019-01-01 10:30:00,88.56790381583535,10.003124511871276,20.975000000000023,0.9936725
2019-01-01 11:30:00,90.76389846093,9.375833296299588,22.725000000000023,0.9933175
2019-01-01 12:30:00,85.91438322002513,8.772293029761375,24.475000000000023,0.99282
2019-01-01 13:30:00,72.59729586864371,8.776744840770979,25.850000000000023,0.99236375
2019-01-01 14:30:00,67.49647150023257,9.471173369757308,26.350000000000023,0.991665
2019-01-01 15:30:00,72.20401107606962,10.633819868701933,26.725000000000023,0.99144625
2019-01-01 16:30:00,75.96375653207352,10.82315226724636,26.975000000000023,0.99152125
2019-01-01 17:30:00,79.99202019855865,10.789172813520045,26.975000000000023,0.991835
2019-01-01 18:30:00,82.71104767638987,10.837579296134354,26.725000000000023,0.99197
2019-01-01 19:30:00,90.0,11.125,26.100000000000023,0.99228125
2019-01-01 20:30:00,100.08059798754232,11.42639488202644,25.100000000000023,0.993125
2019-01-01 21:30:00,105.12400730831057,14.3728259225526,23.350000000000023,0.99423
2019-01-01 22:30:00,112.54306100005788,14.346166735403571,22.100000000000023,0.99500125
2019-01-01 23:30:00,131.9059419410829,13.100572506573902,20.225000000000023,0.9957425
2019-01-02 00:30:00,126.3843518158359,11.800423721205949,18.475000000000023,0.99623
2019-01-02 01:30:00,121.80938928779317,11.6202947466921,17.100000000000023,0.99633
2019-01-02 02:30:00,119.35775354279129,11.473474844178638,15.725000000000025,0.9963775
2019-01-02 03:30:00,116.565051177078,12.018865379061369,15.100000000000025,0.9966925
2019-01-02 04:30:00,113.12084866242472,12.096616262409912,14.600000000000025,0.99714
2019-01-02 05:30:00,113.9624889745782,12.31107225224513,14.225000000000025,0.99757125
2019-01-02 06:30:00,112.86450812189965,11.259718024888546,14.350000000000025,0.99777
2019-01-02 07:30:00,123.02386755579664,11.926860441876563,15.475000000000025,0.99762375
2019-01-02 08:30:00,127.11686068327027,11.60010775812018,17.225000000000023,0.998015
2019-01-02 09:30:00,127.52844082340764,10.875718367078104,18.975000000000023,0.99814375
2019-01-02 10:30:00,131.9335144988741,9.913690029449176,20.850000000000023,0.99745625
2019-01-02 11:30:00,132.27368900609375,9.291292967074066,22.600000000000023,0.9970525
2019-01-02 12:30:00,136.73570458892837,8.754463147446565,24.225000000000023,0.996755
2019-01-02 13:30:00,137.3373058591238,8.669270442199851,25.600000000000023,0.995995
2019-01-02 14:30:00,135.0,9.192388155425116,26.725000000000023,0.995115
2019-01-02 15:30:00,134.4743653935424,9.634735336271568,27.100000000000023,0.99471375
2019-01-02 16:30:00,133.47923033885624,9.991402554196284,27.725000000000023,0.99432125
2019-01-02 17:30:00,130.5251034937539,10.19574053220265,27.975000000000023,0.99417
2019-01-02 18:30:00,128.11827636936306,10.327451282867424,28.100000000000023,0.9943
2019-01-02 19:30:00,119.89890183861456,11.535271995059327,27.725000000000023,0.99440875
2019-01-02 20:30:00,123.3885135761115,13.174312126255398,26.975000000000023,0.99497375
2019-01-02 21:30:00,129.21760767763595,14.036782038629797,25.350000000000023,0.99536625
2019-01-02 22:30:00,133.38190546726253,15.65097840392095,23.100000000000023,0.99603625
2019-01-02 23:30:00,130.15599962491933,15.70081606159374,20.850000000000023,0.9967125
2019-01-03 00:30:00,125.88213724620422,14.502155012273176,19.225000000000023,0.99702375
2019-01-03 01:30:00,126.06438615741826,14.22640590592016,18.100000000000023,0.9966425
2019-01-03 02:30:00,132.59978553914337,14.773815519357212,17.850000000000023,0.99606875
2019-01-03 03:30:00,140.85601358542894,13.860916275629112,17.725000000000023,0.99643125
2019-01-03 04:30:00,147.41429264608558,14.390209345245816,17.850000000000023,0.99661875
2019-01-03 05:30:00,147.0190024545445,14.0072525857143,17.600000000000023,0.99664625
2019-01-03 06:30:00,145.54806541814213,13.036607112281938,17.100000000000023,0.99674625
2019-01-03 07:30:00,146.3099324740202,11.267347735824966,17.975000000000023,0.99679125
2019-01-03 08:30:00,152.52556837372288,10.566752102704028,20.350000000000023,0.99675
2019-01-03 09:30:00,159.44395478041653,9.612004213482225,23.225000000000023,0.99691875
2019-01-03 10:30:00,163.70595254340108,8.465001476668506,25.600000000000023,0.99608625
2019-01-03 11:30:00,161.91655461695134,6.443261984429936,27.225000000000023,0.99546875
2019-01-03 12:30:00,156.644435140714,5.99087848316088,28.100000000000023,0.99483125
2019-01-03 13:30:00,153.97040780848653,5.981743057002699,28.975000000000023,0.99400625
2019-01-03 14:30:00,145.3758449200511,6.379900077587423,29.475000000000023,0.99312875
2019-01-03 15:30:00,146.3099324740202,5.859020822628983,29.100000000000023,0.99288125
2019-01-03 16:30:00,142.22431569404532,6.325790464439997,29.350000000000023,0.99290625
